id,name,location,description,slug,sponsored,website,global_rank,financials,student_loan_available,campus_student_life,number_of_students,student_to_faculty_ratio,international_student_ratio,housing_availability,admissions_contact,admissions_phone,contact_person,admissions_page_link,immigration_support,university_campuses
93,Brown University,175,"Ivy League research university in Providence, Rhode Island, known for its open curriculum and liberal arts.",brown-university,0,https://www.brown.edu,,"Meets 100% of demonstrated need; tuition ~$68,000; need-blind for domestic and international students.",1,"Active student community, creative arts scene, and over 400 student groups on a compact campus.",10157,6:1,17,1,international@brown.edu,401-863-2378,,https://admission.brown.edu/international-students,"Office of International Student and Scholar Services provides advising, visas, and programming.",
92,University of Washington,121,"Large public research university in Seattle, prominent in medicine, computer science, and public affairs.",university-of-washington,0,https://www.washington.edu,,In-state and out-of-state tuition; aid available including scholarships; strong graduate funding options.,1,"Urban campus with access to tech industry, research, athletics, and strong student activism.",50000,21:1,17,1,askuwadm@uw.edu,206-543-9686,,https://admit.washington.edu/apply/international/,"International Student Services offers visa guidance, CPT/OPT info, and cultural programs.",
91,"University of California, San Diego (UCSD)",151,"Top-tier public research university with strengths in STEM, medicine, and oceanography.",university-of-california-san-diego-ucsd,0,https://www.ucsd.edu,,Financial aid available for domestic and eligible international students; tuition varies by residency.,1,"Located in La Jolla, known for beachside life, cultural diversity, and research institutes.",42600,19:1,22,1,admissionsreply@ucsd.edu,858-534-4831,,https://admissions.ucsd.edu/international-students/,"International Students & Programs Office provides visa advising, workshops, and integration programs.",
90,University of Illinois at Urbana-Champaign,142,"Public research university in Illinois, renowned for engineering, computer science, and business.",university-of-illinois-at-urbana-champaign,0,https://illinois.edu,,Affordable in-state tuition; scholarships and assistantships available; strong ROI for engineering programs.,1,"Large campus with Big Ten sports, Greek life, multicultural orgs, and academic communities.",56700,20:1,20,1,admissions@illinois.edu,217-333-0302,,https://admissions.illinois.edu/Apply/Freshman/international,"International Student and Scholar Services offers visa support, advising, and programs.",
89,University of Texas at Austin,133,"Public flagship university in Texas with strengths in engineering, business, and liberal arts.",university-of-texas-at-austin,0,https://www.utexas.edu,,Affordable in-state tuition; aid available for domestic and some international students.,1,"Vibrant Austin setting with music, athletics, diverse student orgs, and large campus culture.",52000,18:1,10,1,admissions@utexas.edu,512-475-7399,,https://admissions.utexas.edu/apply/international,"Texas Global provides immigration advising, international orientation, and cultural support.",
88,Duke University,180,"Private research university in Durham, North Carolina, known for pre-med, public policy, and athletics.",duke-university,0,https://www.duke.edu,23,"Meets 100% of demonstrated need; no-loan policy for families under $40,000; tuition ~$65,000.",1,"Strong campus culture, NCAA Division I sports, Greek life, and academic communities.",16680,6:1,21,1,undergrad-admissions@duke.edu,919-684-3214,,https://admissions.duke.edu/apply/international/,"Duke Visa Services offers immigration advising, SEVIS compliance, and cross-cultural programs.",
87,Carnegie Mellon University,119,"Private research university in Pittsburgh, known for computer science, engineering, and arts.",carnegie-mellon-university,0,https://www.cmu.edu,,"Tuition ~$62,000; meets full demonstrated need for domestic students; merit aid limited.",1,"Urban campus with strong tech focus, arts and theatre culture, and active student clubs.",15818,6:1,38,1,admission@andrew.cmu.edu,412-268-2082,,https://www.cmu.edu/admission/international/,"Office of International Education provides visa, OPT/CPT advising, and cultural programming.",
86,Northwestern University,204,"Private research university located in Evanston, Illinois, with strengths in journalism, law, and business.",northwestern-university,0,https://www.northwestern.edu,,"Meets 100% of demonstrated need; average cost after aid ~$29,000; generous aid for low-income students.",1,"Lakefront campus, Division I sports, vibrant arts scene, student orgs, and academic excellence.",22933,6:1,20,1,ug-admission@northwestern.edu,847-491-7271,,https://admissions.northwestern.edu/apply/international/,"The Office of International Student and Scholar Services offers visa, OPT, CPT, and cultural resources.",
85,University of Michigan-Ann Arbor,136,Public flagship university in Ann Arbor known for academic breadth and research.,university-of-michigan-ann-arbor,0,https://www.umich.edu,,Public tuition structure; 2/3 of freshmen receive aid; known for value and affordability for residents.,1,"Large Greek life, NCAA Division I athletics, research, student orgs, and campus spirit.",47907,15:1,14,1,,,,https://admissions.umich.edu/apply/international-students,"International Center provides support to 8,635 international students, advising, and visa assistance.",
84,New York University (NYU),189,Private research university in New York City with global campuses.,new-york-university-nyu,0,https://www.nyu.edu,,"Tuition ~$60,000; Net price ~$40,000 for aid recipients; global campus network; robust aid packages.",1,"Urban campus with vibrant arts, business orgs, international student body, and city integration.",57305,8:1,22,1,admissions@nyu.edu,212-998-4500,,https://www.nyu.edu/admissions/undergraduate-admissions.html,"NYU Global Services provides visa support, immigration advising, SEVIS, and cultural orientation.",
83,"University of California, Los Angeles (UCLA)",149,Major public flagship research university in Los Angeles.,university-of-california-los-angeles-ucla,0,https://www.ucla.edu,,78% of students receive financial aid; tuition varies by residency status; offers excellent value.,1,"Large campus life, NCAA athletics, extensive student orgs, community service, and arts involvement.",46678,19:1,14,1,,,,https://admission.ucla.edu,"Support via UCLA Dashew Center; includes visa, employment, and academic services.",
82,Columbia University,137,Ivy League research university located in New York City.,columbia-university,0,https://www.columbia.edu,,High tuition >$70K; Columbia hosts ~40% international students; needs-aware admissions; robust financial aid.,1,"Vibrant campus clubs, 76 sports teams, Greek life, and Wall Street–oriented business/finance groups.",30000,6:1,40,1,,,,https://undergrad.admissions.columbia.edu/apply/international,Admissions office supports international applicants via ISSO and extensive resources.,
81,Johns Hopkins University,118,"Private research university in Baltimore renowned for medicine, public health, and engineering.",johns-hopkins-university,0,https://www.jhu.edu,,"Bloomberg gift supports free medical tuition for families under $300K; meets full demonstrated need; tuition ~$65,230; avg net price for federal loan recipients $20,820.",1,Active student life with NCAA Div III athletics and over 47% undergrads in campus housing.,30000,6:1,19,1,,,,https://apply.jhu.edu/international-applicants/,Financial aid and private loans available for international students; support via dedicated offices.,
